;;;;;;;;;;;;
Capacidad Instlada;;;;;;;;;;;;
País;Año;Descripción;Dato;Unidad;;;;;;;;
Perú;2006;Eólica;0,70;MW;;;;;;;;
Perú;2006;Solar;;MW;;;;;;;;
Perú;2006;Otros;;MW;;;;;;;;
Perú;2006;Térmica renovable;;MW;;;;;;;;
República Dominicana;2006;Hidro;465,41;MW;;;;;;;;
República Dominicana;2006;Térmica no renovable;4518,08;MW;;;;;;;;
República Dominicana;2006;Nuclear;;MW;;;;;;;;
República Dominicana;2006;Geotermia;;MW;;;;;;;;
República Dominicana;2006;Eólica;;MW;;;;;;;;
República Dominicana;2006;Solar;;MW;;;;;;;;
República Dominicana;2006;Otros;;MW;;;;;;;;
República Dominicana;2006;Térmica renovable;;MW;;;;;;;;
Suriname;2006;Hidro;189,00;MW;;;;;;;;
Suriname;2006;Térmica no renovable;200,00;MW;;;;;;;;
Suriname;2006;Nuclear;;MW;;;;;;;;
Suriname;2006;Geotermia;;MW;;;;;;;;
Suriname;2006;Eólica;;MW;;;;;;;;
Suriname;2006;Solar;;MW;;;;;;;;
Suriname;2006;Otros;;MW;;;;;;;;
Suriname;2006;Térmica renovable;;MW;;;;;;;;
Trinidad y Tobago;2006;Hidro;;MW;;;;;;;;
Trinidad y Tobago;2006;Térmica no renovable;1410,00;MW;;;;;;;;
Trinidad y Tobago;2006;Nuclear;;MW;;;;;;;;
Trinidad y Tobago;2006;Geotermia;;MW;;;;;;;;
Trinidad y Tobago;2006;Eólica;;MW;;;;;;;;
Trinidad y Tobago;2006;Solar;1,73;MW;;;;;;;;
Trinidad y Tobago;2006;Otros;;MW;;;;;;;;
Trinidad y Tobago;2006;Térmica renovable;;MW;;;;;;;;
Uruguay;2006;Hidro;1538,00;MW;;;;;;;;
Uruguay;2006;Térmica no renovable;697,09;MW;;;;;;;;
Uruguay;2006;Nuclear;;MW;;;;;;;;
Uruguay;2006;Geotermia;;MW;;;;;;;;
Uruguay;2006;Eólica;;MW;;;;;;;;
Uruguay;2006;Solar;;MW;;;;;;;;
Uruguay;2006;Otros;;MW;;;;;;;;
Uruguay;2006;Térmica renovable;14,45;MW;;;;;;;;
Venezuela;2006;Hidro;14597,81;MW;;;;;;;;
Venezuela;2006;Térmica no renovable;7619,10;MW;;;;;;;;
Venezuela;2006;Nuclear;;MW;;;;;;;;
Venezuela;2006;Geotermia;;MW;;;;;;;;
Venezuela;2006;Eólica;0,00;MW;;;;;;;;
Venezuela;2006;Solar;0,10;MW;;;;;;;;
Venezuela;2006;Otros;;MW;;;;;;;;
Venezuela;2006;Térmica renovable;;MW;;;;;;;;
América Central;2006;Hidro;4032,65;MW;;;;;;;;
América Central;2006;Térmica no renovable;3979,19;MW;;;;;;;;
América Central;2006;Nuclear;0,00;MW;;;;;;;;
América Central;2006;Geotermia;425,11;MW;;;;;;;;
América Central;2006;Eólica;68,55;MW;;;;;;;;
América Central;2006;Solar;0,48;MW;;;;;;;;
América Central;2006;Otros;0,00;MW;;;;;;;;
América Central;2006;Térmica renovable;576,90;MW;;;;;;;;
América del Sur;2006;Hidro;128354,72;MW;;;;;;;;
América del Sur;2006;Térmica no renovable;55983,06;MW;;;;;;;;
América del Sur;2006;Nuclear;3012,00;MW;;;;;;;;
América del Sur;2006;Geotermia;0,00;MW;;;;;;;;
América del Sur;2006;Eólica;258,11;MW;;;;;;;;
América del Sur;2006;Solar;0,14;MW;;;;;;;;
América del Sur;2006;Otros;0,00;MW;;;;;;;;
América del Sur;2006;Térmica renovable;3956,71;MW;;;;;;;;
Caribe;2006;Hidro;787,61;MW;;;;;;;;
Caribe;2006;Térmica no renovable;12263,82;MW;;;;;;;;
Caribe;2006;Nuclear;;MW;;;;;;;;
Caribe;2006;Geotermia;;MW;;;;;;;;
Caribe;2006;Eólica;21,21;MW;;;;;;;;
Caribe;2006;Solar;1,96;MW;;;;;;;;
Caribe;2006;Otros;;MW;;;;;;;;
Caribe;2006;Térmica renovable;469,00;MW;;;;;;;;
Cono Sur;2006;Hidro;99120,51;MW;;;;;;;;
Cono Sur;2006;Térmica no renovable;37048,15;MW;;;;;;;;
Cono Sur;2006;Nuclear;3012,00;MW;;;;;;;;
Cono Sur;2006;Geotermia;0,00;MW;;;;;;;;
Cono Sur;2006;Eólica;238,98;MW;;;;;;;;
Cono Sur;2006;Solar;0,00;MW;;;;;;;;
Cono Sur;2006;Otros;0,00;MW;;;;;;;;
Cono Sur;2006;Térmica renovable;3835,51;MW;;;;;;;;
Cono Sur sin Brasil;2006;Hidro;25441,51;MW;;;;;;;;
Cono Sur sin Brasil;2006;Térmica no renovable;20378,50;MW;;;;;;;;
Cono Sur sin Brasil;2006;Nuclear;1005,00;MW;;;;;;;;
Cono Sur sin Brasil;2006;Geotermia;0,00;MW;;;;;;;;
Cono Sur sin Brasil;2006;Eólica;1,98;MW;;;;;;;;
Cono Sur sin Brasil;2006;Solar;0,00;MW;;;;;;;;
Cono Sur sin Brasil;2006;Otros;0,00;MW;;;;;;;;
Cono Sur sin Brasil;2006;Térmica renovable;134,15;MW;;;;;;;;
Zona Andina;2006;Hidro;29045,21;MW;;;;;;;;
Zona Andina;2006;Térmica no renovable;18496,77;MW;;;;;;;;
Zona Andina;2006;Nuclear;;MW;;;;;;;;
Zona Andina;2006;Geotermia;;MW;;;;;;;;
Zona Andina;2006;Eólica;19,12;MW;;;;;;;;
Zona Andina;2006;Solar;0,12;MW;;;;;;;;
Zona Andina;2006;Otros;;MW;;;;;;;;
Zona Andina;2006;Térmica renovable;97,20;MW;;;;;;;;
América Latina y el Caribe;2006;Hidro;143552,31;MW;;;;;;;;
América Latina y el Caribe;2006;Térmica no renovable;107663,69;MW;;;;;;;;
América Latina y el Caribe;2006;Nuclear;4376,88;MW;;;;;;;;
América Latina y el Caribe;2006;Geotermia;1384,61;MW;;;;;;;;
América Latina y el Caribe;2006;Eólica;350,07;MW;;;;;;;;
América Latina y el Caribe;2006;Solar;2,55;MW;;;;;;;;
América Latina y el Caribe;2006;Otros;0,00;MW;;;;;;;;
América Latina y el Caribe;2006;Térmica renovable;4978,61;MW;;;;;;;;
Argentina;2007;Hidro;10226,00;MW;;;;;;;;
Argentina;2007;Térmica no renovable;13321,00;MW;;;;;;;;
Argentina;2007;Nuclear;1005,00;MW;;;;;;;;
Argentina;2007;Geotermia;;MW;;;;;;;;
Argentina;2007;Eólica;0,00;MW;;;;;;;;
Argentina;2007;Solar;0,00;MW;;;;;;;;
Argentina;2007;Otros;;MW;;;;;;;;
Argentina;2007;Térmica renovable;;MW;;;;;;;;
Barbados;2007;Hidro;;MW;;;;;;;;
Barbados;2007;Térmica no renovable;209,50;MW;;;;;;;;
Barbados;2007;Nuclear;;MW;;;;;;;;
Barbados;2007;Geotermia;;MW;;;;;;;;
Barbados;2007;Eólica;;MW;;;;;;;;
Barbados;2007;Solar;0,60;MW;;;;;;;;
Barbados;2007;Otros;;MW;;;;;;;;
Barbados;2007;Térmica renovable;;MW;;;;;;;;
Belice;2007;Hidro;46,00;MW;;;;;;;;
Belice;2007;Térmica no renovable;22,20;MW;;;;;;;;
Belice;2007;Nuclear;;MW;;;;;;;;
Belice;2007;Geotermia;;MW;;;;;;;;
Belice;2007;Eólica;;MW;;;;;;;;
Belice;2007;Solar;0,48;MW;;;;;;;;
Belice;2007;Otros;;MW;;;;;;;;
Belice;2007;Térmica renovable;6,00;MW;;;;;;;;
Bolivia;2007;Hidro;485,40;MW;;;;;;;;
Bolivia;2007;Térmica no renovable;988,90;MW;;;;;;;;
Bolivia;2007;Nuclear;;MW;;;;;;;;
Bolivia;2007;Geotermia;;MW;;;;;;;;
Bolivia;2007;Eólica;0,00;MW;;;;;;;;
Bolivia;2007;Solar;0,00;MW;;;;;;;;
Bolivia;2007;Otros;;MW;;;;;;;;
Bolivia;2007;Térmica renovable;25,00;MW;;;;;;;;
Brasil;2007;Hidro;76869,00;MW;;;;;;;;
Brasil;2007;Térmica no renovable;17125,80;MW;;;;;;;;
Brasil;2007;Nuclear;2007,00;MW;;;;;;;;
Brasil;2007;Geotermia;;MW;;;;;;;;
Brasil;2007;Eólica;247,00;MW;;;;;;;;
Brasil;2007;Solar;0,00;MW;;;;;;;;
Brasil;2007;Otros;;MW;;;;;;;;
Brasil;2007;Térmica renovable;4103,20;MW;;;;;;;;
Chile;2007;Hidro;5206,20;MW;;;;;;;;
Chile;2007;Térmica no renovable;6933,80;MW;;;;;;;;
Chile;2007;Nuclear;0,00;MW;;;;;;;;
Chile;2007;Geotermia;0,00;MW;;;;;;;;
Chile;2007;Eólica;20,13;MW;;;;;;;;
Chile;2007;Solar;0,00;MW;;;;;;;;
Chile;2007;Otros;0,00;MW;;;;;;;;
Chile;2007;Térmica renovable;123,60;MW;;;;;;;;
Colombia;2007;Hidro;8991,13;MW;;;;;;;;
Colombia;2007;Térmica no renovable;4381,15;MW;;;;;;;;
Colombia;2007;Nuclear;;MW;;;;;;;;
Colombia;2007;Geotermia;;MW;;;;;;;;
Colombia;2007;Eólica;18,42;MW;;;;;;;;
Colombia;2007;Solar;;MW;;;;;;;;
Colombia;2007;Otros;;MW;;;;;;;;
Colombia;2007;Térmica renovable;23,40;MW;;;;;;;;
Costa Rica;2007;Hidro;1500,40;MW;;;;;;;;
Costa Rica;2007;Térmica no renovable;422,27;MW;;;;;;;;
Costa Rica;2007;Nuclear;0,00;MW;;;;;;;;
Costa Rica;2007;Geotermia;165,71;MW;;;;;;;;
Costa Rica;2007;Eólica;69,92;MW;;;;;;;;
Costa Rica;2007;Solar;0,00;MW;;;;;;;;
Costa Rica;2007;Otros;0,00;MW;;;;;;;;
Costa Rica;2007;Térmica renovable;23,70;MW;;;;;;;;
Cuba;2007;Hidro;40,90;MW;;;;;;;;
Cuba;2007;Térmica no renovable;4842,50;MW;;;;;;;;
Cuba;2007;Nuclear;;MW;;;;;;;;
Cuba;2007;Geotermia;;MW;;;;;;;;
Cuba;2007;Eólica;0,00;MW;;;;;;;;
Cuba;2007;Solar;0,00;MW;;;;;;;;
Cuba;2007;Otros;;MW;;;;;;;;
Cuba;2007;Térmica renovable;546,00;MW;;;;;;;;
Ecuador;2007;Hidro;2057,08;MW;;;;;;;;
Ecuador;2007;Térmica no renovable;2345,10;MW;;;;;;;;
Ecuador;2007;Nuclear;;MW;;;;;;;;
Ecuador;2007;Geotermia;;MW;;;;;;;;
Ecuador;2007;Eólica;2,40;MW;;;;;;;;
Ecuador;2007;Solar;0,02;MW;;;;;;;;
Ecuador;2007;Otros;;MW;;;;;;;;
Ecuador;2007;Térmica renovable;73,80;MW;;;;;;;;
El Salvador;2007;Hidro;484,33;MW;;;;;;;;
El Salvador;2007;Térmica no renovable;635,40;MW;;;;;;;;
El Salvador;2007;Nuclear;;MW;;;;;;;;
El Salvador;2007;Geotermia;204,40;MW;;;;;;;;
El Salvador;2007;Eólica;;MW;;;;;;;;
El Salvador;2007;Solar;;MW;;;;;;;;
El Salvador;2007;Otros;;MW;;;;;;;;
El Salvador;2007;Térmica renovable;113,00;MW;;;;;;;;
Grenada;2007;Hidro;;MW;;;;;;;;
Grenada;2007;Térmica no renovable;49,97;MW;;;;;;;;
Grenada;2007;Nuclear;;MW;;;;;;;;
Grenada;2007;Geotermia;;MW;;;;;;;;
Grenada;2007;Eólica;;MW;;;;;;;;
Grenada;2007;Solar;;MW;;;;;;;;
Grenada;2007;Otros;;MW;;;;;;;;
Grenada;2007;Térmica renovable;;MW;;;;;;;;
Guatemala;2007;Hidro;703,38;MW;;;;;;;;
Guatemala;2007;Térmica no renovable;923,19;MW;;;;;;;;
Guatemala;2007;Nuclear;;MW;;;;;;;;
Guatemala;2007;Geotermia;36,02;MW;;;;;;;;
Guatemala;2007;Eólica;0,00;MW;;;;;;;;
Guatemala;2007;Solar;0,00;MW;;;;;;;;
Guatemala;2007;Otros;;MW;;;;;;;;
Guatemala;2007;Térmica renovable;276,16;MW;;;;;;;;
Guyana;2007;Hidro;0,00;MW;;;;;;;;
Guyana;2007;Térmica no renovable;248,14;MW;;;;;;;;
Guyana;2007;Nuclear;;MW;;;;;;;;
Guyana;2007;Geotermia;;MW;;;;;;;;
Guyana;2007;Eólica;0,01;MW;;;;;;;;
Guyana;2007;Solar;0,03;MW;;;;;;;;
Guyana;2007;Otros;;MW;;;;;;;;
Guyana;2007;Térmica renovable;24,00;MW;;;;;;;;
Haiti;2007;Hidro;63,00;MW;;;;;;;;
Haiti;2007;Térmica no renovable;181,00;MW;;;;;;;;
Haiti;2007;Nuclear;;MW;;;;;;;;
Haiti;2007;Geotermia;;MW;;;;;;;;
Haiti;2007;Eólica;;MW;;;;;;;;
Haiti;2007;Solar;;MW;;;;;;;;
Haiti;2007;Otros;;MW;;;;;;;;
Haiti;2007;Térmica renovable;;MW;;;;;;;;
Honduras;2007;Hidro;517,67;MW;;;;;;;;
Honduras;2007;Térmica no renovable;980,90;MW;;;;;;;;
Honduras;2007;Nuclear;;MW;;;;;;;;
Honduras;2007;Geotermia;0,00;MW;;;;;;;;
Honduras;2007;Eólica;0,00;MW;;;;;;;;
Honduras;2007;Solar;0,00;MW;;;;;;;;
Honduras;2007;Otros;;MW;;;;;;;;
Honduras;2007;Térmica renovable;67,75;MW;;;;;;;;
Jamaica;2007;Hidro;22,00;MW;;;;;;;;
Jamaica;2007;Térmica no renovable;775,10;MW;;;;;;;;
Jamaica;2007;Nuclear;;MW;;;;;;;;
Jamaica;2007;Geotermia;;MW;;;;;;;;
Jamaica;2007;Eólica;20,70;MW;;;;;;;;
Jamaica;2007;Solar;;MW;;;;;;;;
Jamaica;2007;Otros;;MW;;;;;;;;
Jamaica;2007;Térmica renovable;;MW;;;;;;;;
México;2007;Hidro;11343,33;MW;;;;;;;;
México;2007;Térmica no renovable;37275,36;MW;;;;;;;;
México;2007;Nuclear;1364,88;MW;;;;;;;;
México;2007;Geotermia;959,50;MW;;;;;;;;
México;2007;Eólica;85,48;MW;;;;;;;;
México;2007;Solar;;MW;;;;;;;;
México;2007;Otros;;MW;;;;;;;;
México;2007;Térmica renovable;;MW;;;;;;;;
Nicaragua;2007;Hidro;105,30;MW;;;;;;;;
Nicaragua;2007;Térmica no renovable;517,12;MW;;;;;;;;
Nicaragua;2007;Nuclear;;MW;;;;;;;;
Nicaragua;2007;Geotermia;87,50;MW;;;;;;;;
Nicaragua;2007;Eólica;;MW;;;;;;;;
Nicaragua;2007;Solar;;MW;;;;;;;;
Nicaragua;2007;Otros;;MW;;;;;;;;
Nicaragua;2007;Térmica renovable;121,80;MW;;;;;;;;
Panamá;2007;Hidro;846,50;MW;;;;;;;;
Panamá;2007;Térmica no renovable;664,20;MW;;;;;;;;
Panamá;2007;Nuclear;;MW;;;;;;;;
Panamá;2007;Geotermia;;MW;;;;;;;;
Panamá;2007;Eólica;;MW;;;;;;;;
Panamá;2007;Solar;;MW;;;;;;;;
Panamá;2007;Otros;;MW;;;;;;;;
Panamá;2007;Térmica renovable;;MW;;;;;;;;
Paraguay;2007;Hidro;8810,00;MW;;;;;;;;
Paraguay;2007;Térmica no renovable;6,10;MW;;;;;;;;
Paraguay;2007;Nuclear;;MW;;;;;;;;
Paraguay;2007;Geotermia;;MW;;;;;;;;
Paraguay;2007;Eólica;;MW;;;;;;;;
Paraguay;2007;Solar;;MW;;;;;;;;
Paraguay;2007;Otros;;MW;;;;;;;;
Paraguay;2007;Térmica renovable;;MW;;;;;;;;
Perú;2007;Hidro;3233,60;MW;;;;;;;;
Perú;2007;Térmica no renovable;3793,22;MW;;;;;;;;
Perú;2007;Nuclear;;MW;;;;;;;;
Perú;2007;Geotermia;;MW;;;;;;;;
Perú;2007;Eólica;0,70;MW;;;;;;;;
Perú;2007;Solar;;MW;;;;;;;;
Perú;2007;Otros;;MW;;;;;;;;
Perú;2007;Térmica renovable;;MW;;;;;;;;
República Dominicana;2007;Hidro;465,41;MW;;;;;;;;
República Dominicana;2007;Térmica no renovable;4286,61;MW;;;;;;;;
República Dominicana;2007;Nuclear;;MW;;;;;;;;
República Dominicana;2007;Geotermia;;MW;;;;;;;;
República Dominicana;2007;Eólica;;MW;;;;;;;;
República Dominicana;2007;Solar;;MW;;;;;;;;
República Dominicana;2007;Otros;;MW;;;;;;;;
República Dominicana;2007;Térmica renovable;;MW;;;;;;;;
Suriname;2007;Hidro;189,00;MW;;;;;;;;
Suriname;2007;Térmica no renovable;200,00;MW;;;;;;;;
Suriname;2007;Nuclear;;MW;;;;;;;;
Suriname;2007;Geotermia;;MW;;;;;;;;
Suriname;2007;Eólica;;MW;;;;;;;;
Suriname;2007;Solar;;MW;;;;;;;;
Suriname;2007;Otros;;MW;;;;;;;;
Suriname;2007;Térmica renovable;;MW;;;;;;;;
Trinidad y Tobago;2007;Hidro;;MW;;;;;;;;
Trinidad y Tobago;2007;Térmica no renovable;1618,00;MW;;;;;;;;
Trinidad y Tobago;2007;Nuclear;;MW;;;;;;;;
Trinidad y Tobago;2007;Geotermia;;MW;;;;;;;;
Trinidad y Tobago;2007;Eólica;;MW;;;;;;;;
Trinidad y Tobago;2007;Solar;1,85;MW;;;;;;;;
Trinidad y Tobago;2007;Otros;;MW;;;;;;;;
Trinidad y Tobago;2007;Térmica renovable;;MW;;;;;;;;
Uruguay;2007;Hidro;1538,00;MW;;;;;;;;
Uruguay;2007;Térmica no renovable;695,37;MW;;;;;;;;
Uruguay;2007;Nuclear;;MW;;;;;;;;
Uruguay;2007;Geotermia;;MW;;;;;;;;
Uruguay;2007;Eólica;;MW;;;;;;;;
Uruguay;2007;Solar;;MW;;;;;;;;
Uruguay;2007;Otros;;MW;;;;;;;;
Uruguay;2007;Térmica renovable;172,60;MW;;;;;;;;
Venezuela;2007;Hidro;14597,81;MW;;;;;;;;
Venezuela;2007;Térmica no renovable;7943,14;MW;;;;;;;;
Venezuela;2007;Nuclear;;MW;;;;;;;;
Venezuela;2007;Geotermia;;MW;;;;;;;;
Venezuela;2007;Eólica;0,00;MW;;;;;;;;
Venezuela;2007;Solar;0,90;MW;;;;;;;;
Venezuela;2007;Otros;;MW;;;;;;;;
Venezuela;2007;Térmica renovable;;MW;;;;;;;;
América Central;2007;Hidro;4203,58;MW;;;;;;;;
América Central;2007;Térmica no renovable;4165,28;MW;;;;;;;;
América Central;2007;Nuclear;0,00;MW;;;;;;;;
América Central;2007;Geotermia;493,63;MW;;;;;;;;
América Central;2007;Eólica;69,92;MW;;;;;;;;
América Central;2007;Solar;0,48;MW;;;;;;;;
América Central;2007;Otros;0,00;MW;;;;;;;;
América Central;2007;Térmica renovable;608,41;MW;;;;;;;;
América del Sur;2007;Hidro;132203,23;MW;;;;;;;;
América del Sur;2007;Térmica no renovable;57981,72;MW;;;;;;;;
América del Sur;2007;Nuclear;3012,00;MW;;;;;;;;
América del Sur;2007;Geotermia;0,00;MW;;;;;;;;
América del Sur;2007;Eólica;288,66;MW;;;;;;;;
América del Sur;2007;Solar;0,94;MW;;;;;;;;
América del Sur;2007;Otros;0,00;MW;;;;;;;;
América del Sur;2007;Térmica renovable;4545,60;MW;;;;;;;;
Caribe;2007;Hidro;780,31;MW;;;;;;;;
Caribe;2007;Térmica no renovable;12410,82;MW;;;;;;;;
Caribe;2007;Nuclear;;MW;;;;;;;;
Caribe;2007;Geotermia;;MW;;;;;;;;
Caribe;2007;Eólica;20,71;MW;;;;;;;;
Caribe;2007;Solar;2,48;MW;;;;;;;;
Caribe;2007;Otros;;MW;;;;;;;;
Caribe;2007;Térmica renovable;570,00;MW;;;;;;;;
Cono Sur;2007;Hidro;102649,20;MW;;;;;;;;
Cono Sur;2007;Térmica no renovable;38082,07;MW;;;;;;;;
Cono Sur;2007;Nuclear;3012,00;MW;;;;;;;;
Cono Sur;2007;Geotermia;0,00;MW;;;;;;;;
Cono Sur;2007;Eólica;267,13;MW;;;;;;;;
Cono Sur;2007;Solar;0,00;MW;;;;;;;;
Cono Sur;2007;Otros;0,00;MW;;;;;;;;
Cono Sur;2007;Térmica renovable;4399,40;MW;;;;;;;;
Cono Sur sin Brasil;2007;Hidro;25780,20;MW;;;;;;;;
Cono Sur sin Brasil;2007;Térmica no renovable;20956,26;MW;;;;;;;;
Cono Sur sin Brasil;2007;Nuclear;1005,00;MW;;;;;;;;
Cono Sur sin Brasil;2007;Geotermia;0,00;MW;;;;;;;;
Cono Sur sin Brasil;2007;Eólica;20,13;MW;;;;;;;;
Cono Sur sin Brasil;2007;Solar;0,00;MW;;;;;;;;
Cono Sur sin Brasil;2007;Otros;0,00;MW;;;;;;;;
Cono Sur sin Brasil;2007;Térmica renovable;296,20;MW;;;;;;;;
Zona Andina;2007;Hidro;29365,02;MW;;;;;;;;
Zona Andina;2007;Térmica no renovable;19451,51;MW;;;;;;;;
Zona Andina;2007;Nuclear;;MW;;;;;;;;
Zona Andina;2007;Geotermia;;MW;;;;;;;;
Zona Andina;2007;Eólica;21,52;MW;;;;;;;;
Zona Andina;2007;Solar;0,92;MW;;;;;;;;
Zona Andina;2007;Otros;;MW;;;;;;;;
Zona Andina;2007;Térmica renovable;122,20;MW;;;;;;;;
América Latina y el Caribe;2007;Hidro;148341,45;MW;;;;;;;;
América Latina y el Caribe;2007;Térmica no renovable;111385,04;MW;;;;;;;;
América Latina y el Caribe;2007;Nuclear;4376,88;MW;;;;;;;;
América Latina y el Caribe;2007;Geotermia;1453,13;MW;;;;;;;;
América Latina y el Caribe;2007;Eólica;464,76;MW;;;;;;;;
América Latina y el Caribe;2007;Solar;3,87;MW;;;;;;;;
América Latina y el Caribe;2007;Otros;0,00;MW;;;;;;;;
América Latina y el Caribe;2007;Térmica renovable;5700,01;MW;;;;;;;;
Argentina;2008;Hidro;10233,00;MW;;;;;;;;
Argentina;2008;Térmica no renovable;15152,00;MW;;;;;;;;
Argentina;2008;Nuclear;1005,00;MW;;;;;;;;
Argentina;2008;Geotermia;;MW;;;;;;;;
Argentina;2008;Eólica;0,00;MW;;;;;;;;
Argentina;2008;Solar;0,00;MW;;;;;;;;
Argentina;2008;Otros;;MW;;;;;;;;
Argentina;2008;Térmica renovable;;MW;;;;;;;;
Barbados;2008;Hidro;;MW;;;;;;;;
Barbados;2008;Térmica no renovable;209,50;MW;;;;;;;;
Barbados;2008;Nuclear;;MW;;;;;;;;
Barbados;2008;Geotermia;;MW;;;;;;;;
Barbados;2008;Eólica;;MW;;;;;;;;
Barbados;2008;Solar;0,60;MW;;;;;;;;
Barbados;2008;Otros;;MW;;;;;;;;
Barbados;2008;Térmica renovable;;MW;;;;;;;;
Belice;2008;Hidro;46,00;MW;;;;;;;;
Belice;2008;Térmica no renovable;23,00;MW;;;;;;;;
Belice;2008;Nuclear;;MW;;;;;;;;
Belice;2008;Geotermia;;MW;;;;;;;;
Belice;2008;Eólica;;MW;;;;;;;;
Belice;2008;Solar;0,48;MW;;;;;;;;
Belice;2008;Otros;;MW;;;;;;;;
Belice;2008;Térmica renovable;6,00;MW;;;;;;;;
Bolivia;2008;Hidro;488,20;MW;;;;;;;;
Bolivia;2008;Térmica no renovable;988,40;MW;;;;;;;;
Bolivia;2008;Nuclear;;MW;;;;;;;;
Bolivia;2008;Geotermia;;MW;;;;;;;;
Bolivia;2008;Eólica;0,00;MW;;;;;;;;
Bolivia;2008;Solar;0,00;MW;;;;;;;;
Bolivia;2008;Otros;;MW;;;;;;;;
Bolivia;2008;Térmica renovable;25,00;MW;;;;;;;;
Brasil;2008;Hidro;77545,00;MW;;;;;;;;
Brasil;2008;Térmica no renovable;17944,85;MW;;;;;;;;
Brasil;2008;Nuclear;2007,00;MW;;;;;;;;
Brasil;2008;Geotermia;;MW;;;;;;;;
Brasil;2008;Eólica;398,00;MW;;;;;;;;
Brasil;2008;Solar;0,00;MW;;;;;;;;
Brasil;2008;Otros;;MW;;;;;;;;
Brasil;2008;Térmica renovable;5054,15;MW;;;;;;;;
Chile;2008;Hidro;5299,42;MW;;;;;;;;
Chile;2008;Térmica no renovable;7583,31;MW;;;;;;;;
Chile;2008;Nuclear;0,00;MW;;;;;;;;
Chile;2008;Geotermia;0,00;MW;;;;;;;;
Chile;2008;Eólica;20,13;MW;;;;;;;;
Chile;2008;Solar;0,00;MW;;;;;;;;
Chile;2008;Otros;0,00;MW;;;;;;;;
Chile;2008;Térmica renovable;172,70;MW;;;;;;;;
Colombia;2008;Hidro;8996,56;MW;;;;;;;;
Colombia;2008;Térmica no renovable;4440,15;MW;;;;;;;;
Colombia;2008;Nuclear;;MW;;;;;;;;
Colombia;2008;Geotermia;;MW;;;;;;;;
Colombia;2008;Eólica;18,42;MW;;;;;;;;
Colombia;2008;Solar;;MW;;;;;;;;
Colombia;2008;Otros;;MW;;;;;;;;
Colombia;2008;Térmica renovable;23,40;MW;;;;;;;;
Costa Rica;2008;Hidro;1517,90;MW;;;;;;;;
Costa Rica;2008;Térmica no renovable;601,32;MW;;;;;;;;
Costa Rica;2008;Nuclear;0,00;MW;;;;;;;;
Costa Rica;2008;Geotermia;165,71;MW;;;;;;;;
Costa Rica;2008;Eólica;69,92;MW;;;;;;;;
Costa Rica;2008;Solar;0,00;MW;;;;;;;;
Costa Rica;2008;Otros;0,00;MW;;;;;;;;
Costa Rica;2008;Térmica renovable;23,70;MW;;;;;;;;
Cuba;2008;Hidro;60,10;MW;;;;;;;;
Cuba;2008;Térmica no renovable;4782,80;MW;;;;;;;;
Cuba;2008;Nuclear;;MW;;;;;;;;
Cuba;2008;Geotermia;;MW;;;;;;;;
Cuba;2008;Eólica;7,50;MW;;;;;;;;
Cuba;2008;Solar;0,00;MW;;;;;;;;
Cuba;2008;Otros;;MW;;;;;;;;
Cuba;2008;Térmica renovable;546,00;MW;;;;;;;;
Ecuador;2008;Hidro;2056,33;MW;;;;;;;;
Ecuador;2008;Térmica no renovable;2378,25;MW;;;;;;;;
Ecuador;2008;Nuclear;;MW;;;;;;;;
Ecuador;2008;Geotermia;;MW;;;;;;;;
Ecuador;2008;Eólica;2,40;MW;;;;;;;;
Ecuador;2008;Solar;0,02;MW;;;;;;;;
Ecuador;2008;Otros;;MW;;;;;;;;
Ecuador;2008;Térmica renovable;106,80;MW;;;;;;;;
El Salvador;2008;Hidro;484,33;MW;;;;;;;;
El Salvador;2008;Térmica no renovable;642,20;MW;;;;;;;;
El Salvador;2008;Nuclear;;MW;;;;;;;;
El Salvador;2008;Geotermia;204,40;MW;;;;;;;;
El Salvador;2008;Eólica;;MW;;;;;;;;
El Salvador;2008;Solar;;MW;;;;;;;;
El Salvador;2008;Otros;;MW;;;;;;;;
El Salvador;2008;Térmica renovable;109,00;MW;;;;;;;;
Grenada;2008;Hidro;;MW;;;;;;;;
Grenada;2008;Térmica no renovable;49,97;MW;;;;;;;;
Grenada;2008;Nuclear;;MW;;;;;;;;
Grenada;2008;Geotermia;;MW;;;;;;;;
Grenada;2008;Eólica;;MW;;;;;;;;
Grenada;2008;Solar;;MW;;;;;;;;
Grenada;2008;Otros;;MW;;;;;;;;
Grenada;2008;Térmica renovable;;MW;;;;;;;;
Guatemala;2008;Hidro;703,38;MW;;;;;;;;
Guatemala;2008;Térmica no renovable;987,25;MW;;;;;;;;
Guatemala;2008;Nuclear;;MW;;;;;;;;
Guatemala;2008;Geotermia;36,02;MW;;;;;;;;
Guatemala;2008;Eólica;0,00;MW;;;;;;;;
Guatemala;2008;Solar;0,00;MW;;;;;;;;
Guatemala;2008;Otros;;MW;;;;;;;;
Guatemala;2008;Térmica renovable;276,10;MW;;;;;;;;
Guyana;2008;Hidro;0,00;MW;;;;;;;;
Guyana;2008;Térmica no renovable;248,14;MW;;;;;;;;
Guyana;2008;Nuclear;;MW;;;;;;;;
Guyana;2008;Geotermia;;MW;;;;;;;;
Guyana;2008;Eólica;0,01;MW;;;;;;;;
Guyana;2008;Solar;0,07;MW;;;;;;;;
